Togo,19800.00,17500.00,22650.00,17525.00,4700.00,8833.33,13825.00,20325.00,13400.00,13950.00,29100.00,10600.00,15700.00,17150.00,0.00,1250.00,366
Thailand,16700.00,13233.33,18650.00,16375.00,5925.00,9533.33,17475.00,23550.00,27500.00,23350.00,30100.00,18333.33,25900.00,16812.50,0.00,10366.67,366
Tajikistan,4566.67,3400.00,25800.00,19000.00,6450.00,1516.67,4275.00,26300.00,9800.00,12050.00,31750.00,11066.67,16750.00,19525.00,0.00,0.00,366
Turkmenistan,9400.00,14700.00,16900.00,1800.00,8150.00,0.00,23525.00,31350.00,0.00,6000.00,28600.00,8933.33,0.00,8850.00,0.00,0.00,366
Timor-Leste,18350.00,4000.00,7450.00,6200.00,3300.00,6000.00,50.00,28450.00,19500.00,10600.00,31050.00,16733.33,30400.00,14275.00,0.00,3000.00,366
Tonga,9433.33,3866.67,16450.00,21525.00,1400.00,18466.67,1400.00,31200.00,0.00,2800.00,28700.00,10100.00,15150.00,0.00,0.00,0.00,366
Trinidad and Tobago,29300.00,19600.00,28850.00,25850.00,11100.00,8033.33,9100.00,32375.00,8925.00,6750.00,31850.00,13066.67,29400.00,25250.00,0.00,15000.00,366
Tunisia,21166.67,9766.67,18150.00,17000.00,3900.00,9866.67,14100.00,23125.00,14300.00,28600.00,29600.00,10166.67,19650.00,11200.00,0.00,13133.33,366
Turkey,26266.67,17166.67,27300.00,9712.50,11700.00,14383.33,18500.00,18675.00,20175.00,23900.00,32900.00,23533.33,30500.00,19637.50,0.00,19316.67,366
Taiwan,11633.33,0.00,3200.00,0.00,0.00,0.00,0.00,28725.00,6375.00,14850.00,35600.00,29666.67,34600.00,13875.00,0.00,16133.33,366
Tanzania,15633.33,0.00,13100.00,13800.00,0.00,0.00,0.00,10600.00,0.00,0.00,23400.00,3533.33,6350.00,9600.00,0.00,0.00,366
Uganda,26100.00,20050.00,26250.00,25050.00,14550.00,17883.33,16375.00,21150.00,0.00,19750.00,33800.00,10833.33,16300.00,21300.00,0.00,17883.33,366
Ukraine,27250.00,14933.33,13575.00,16287.50,20875.00,9700.00,23175.00,18850.00,7375.00,14100.00,30400.00,22533.33,26650.00,20150.00,0.00,19250.00,366
Uruguay,15500.00,10733.33,27900.00,6375.00,5800.00,4900.00,7100.00,24800.00,14925.00,28800.00,29300.00,22466.67,14600.00,10900.00,0.00,17966.67,366
United States,25166.67,17866.67,22400.00,23750.00,8575.00,11966.67,21850.00,24325.00,21000.00,14000.00,29100.00,30133.33,17300.00,20950.00,360.00,20800.00,366
Uzbekistan,19650.00,15966.67,22150.00,21125.00,10125.00,12700.00,9050.00,22150.00,13750.00,14150.00,34600.00,11266.67,29200.00,16475.00,0.00,16833.33,366
Venezuela,29100.00,24050.00,29500.00,27700.00,6975.00,18866.67,27650.00,29350.00,0.00,28500.00,30800.00,26733.33,0.00,23075.00,0.00,0.00,366
United States Virgin Islands,26000.00,10633.33,14100.00,20300.00,2100.00,8900.00,13600.00,5750.00,7500.00,0.00,29400.00,12500.00,33500.00,5037.50,0.00,25633.33,366
Vietnam,20833.33,19733.33,23150.00,21187.50,14850.00,7583.33,18575.00,30500.00,13350.00,8500.00,33800.00,24400.00,31450.00,15675.00,0.00,9183.33,366
Vanuatu,7800.00,10333.33,10700.00,10100.00,5350.00,3566.67,9750.00,28100.00,2225.00,9850.00,28100.00,9366.67,16600.00,0.00,0.00,10533.33,366
Yemen,19366.67,7100.00,11900.00,0.00,0.00,7166.67,16150.00,23650.00,0.00,0.00,18450.00,2666.67,3300.00,2000.00,0.00,5100.00,366
South Africa,17933.33,16500.00,23950.00,20275.00,8550.00,17366.67,19300.00,24675.00,12750.00,21700.00,30200.00,27166.67,30000.00,19125.00,0.00,28366.67,366
Zambia,18533.33,16266.67,11225.00,23787.50,0.00,4583.33,7250.00,15375.00,0.00,13950.00,31500.00,12700.00,28100.00,19500.00,0.00,0.00,366
Zimbabwe,21266.67,13933.33,28175.00,21750.00,13850.00,17133.33,28050.00,25175.00,13400.00,0.00,31000.00,8900.00,14150.00,19875.00,0.00,4466.67,366
